dataset,seed,method,model_type,val_auroc,val_accuracy,test_auroc,test_accuracy,duration_s,energy_kwh,best_config
adult_income,123,acrs_normal,mlp,0.8912,0.8373,0.8935,0.8424,304.7,0.034501,"{""learning_rate"": 0.005362995752391278, ""batch_size_exp"": 6, ""hidden_dim"": 44, ""dropout"": 0.33038759095028203, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.6455338976964788e-06, ""activation"": ""relu""}"
adult_income,1234,acrs_normal,mlp,0.8848,0.8342,0.8922,0.8536,376.4,0.042641,"{""learning_rate"": 0.007201428409675146, ""batch_size_exp"": 7, ""hidden_dim"": 214, ""dropout"": 0.5, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.8896798566295413e-05, ""activation"": ""tanh""}"
adult_income,2345,acrs_normal,mlp,0.9115,0.8465,0.8967,0.8342,1645.4,0.186365,"{""learning_rate"": 0.04752320402181714, ""batch_size_exp"": 5, ""hidden_dim"": 120, ""dropout"": 0.37124188390585944, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 3.210512113102948e-05, ""activation"": ""tanh""}"
adult_income,3456,acrs_normal,mlp,0.9048,0.8598,0.8852,0.8424,1664.4,0.188732,"{""learning_rate"": 0.0010429603892000928, ""batch_size_exp"": 6, ""hidden_dim"": 192, ""dropout"": 0.37515598313809906, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.006783144589635662, ""activation"": ""tanh""}"
adult_income,42,acrs_normal,mlp,0.905,0.8506,0.895,0.8547,732.5,0.082937,"{""learning_rate"": 0.012468786659075646, ""batch_size_exp"": 6, ""hidden_dim"": 156, ""dropout"": 0.38528226614466254, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.3807258718953543e-06, ""activation"": ""tanh""}"
adult_income,456,acrs_normal,mlp,0.9167,0.8516,0.8793,0.8332,613.4,0.069483,"{""learning_rate"": 0.000756298044469306, ""batch_size_exp"": 6, ""hidden_dim"": 132, ""dropout"": 0.06202840304982771, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0077974719130582655, ""activation"": ""tanh""}"
adult_income,4567,acrs_normal,mlp,0.8964,0.8465,0.8901,0.8495,797.2,0.090253,"{""learning_rate"": 0.00017868365079038608, ""batch_size_exp"": 5, ""hidden_dim"": 239, ""dropout"": 0.01858276384386258, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 4.710222869678156e-06, ""activation"": ""tanh""}"
adult_income,5678,acrs_normal,mlp,0.902,0.8506,0.8886,0.8475,686.9,0.077651,"{""learning_rate"": 0.10000000000000002, ""batch_size_exp"": 6, ""hidden_dim"": 134, ""dropout"": 0.2957051721181973, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.010000000000000004, ""activation"": ""tanh""}"
adult_income,6789,acrs_normal,mlp,0.9049,0.8475,0.8748,0.8076,1169.4,0.132216,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 4, ""hidden_dim"": 83, ""dropout"": 0.048612169940337846, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.010000000000000004, ""activation"": ""relu""}"
adult_income,789,acrs_normal,mlp,0.9038,0.8536,0.894,0.8393,3417.3,0.387046,"{""learning_rate"": 2.3248072207773274e-05, ""batch_size_exp"": 4, ""hidden_dim"": 64, ""dropout"": 0.0, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""tanh""}"
adult_income,123,acrs_normal_shrink,mlp,0.8925,0.8424,0.8949,0.8434,1887.6,0.213842,"{""learning_rate"": 0.005362995752391278, ""batch_size_exp"": 5, ""hidden_dim"": 84, ""dropout"": 0.09028342269986261, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 1.0000000000000004e-06, ""activation"": ""tanh""}"
adult_income,1234,acrs_normal_shrink,mlp,0.886,0.8434,0.8956,0.8598,401.8,0.045542,"{""learning_rate"": 0.001644784882467067, ""batch_size_exp"": 7, ""hidden_dim"": 42, ""dropout"": 0.374729275780695, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.8896798566295413e-05, ""activation"": ""tanh""}"
adult_income,2345,acrs_normal_shrink,mlp,0.9116,0.8495,0.8917,0.8301,1103.3,0.125301,"{""learning_rate"": 0.0022064923342757087, ""batch_size_exp"": 6, ""hidden_dim"": 112, ""dropout"": 0.31810954359210647, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.006949692562935368, ""activation"": ""tanh""}"
adult_income,3456,acrs_normal_shrink,mlp,0.9053,0.8659,0.8819,0.8495,1532.3,0.173462,"{""learning_rate"": 0.0007140343883752076, ""batch_size_exp"": 5, ""hidden_dim"": 155, ""dropout"": 0.29598142097543345, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003814963587166036, ""activation"": ""tanh""}"
adult_income,42,acrs_normal_shrink,mlp,0.904,0.8475,0.8944,0.8475,607.5,0.068799,"{""learning_rate"": 0.012468786659075646, ""batch_size_exp"": 6, ""hidden_dim"": 156, ""dropout"": 0.4717037795199981, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.5337583754281143e-06, ""activation"": ""tanh""}"
adult_income,456,acrs_normal_shrink,mlp,0.9177,0.8526,0.8783,0.8373,820.7,0.092931,"{""learning_rate"": 0.000756298044469306, ""batch_size_exp"": 5, ""hidden_dim"": 132, ""dropout"": 0.06202840304982771, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.010000000000000004, ""activation"": ""tanh""}"
adult_income,4567,acrs_normal_shrink,mlp,0.8961,0.8424,0.8903,0.8444,1161.8,0.131442,"{""learning_rate"": 0.00010781229953890299, ""batch_size_exp"": 6, ""hidden_dim"": 243, ""dropout"": 0.042602132461731515, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 2.170304787277158e-06, ""activation"": ""tanh""}"
adult_income,5678,acrs_normal_shrink,mlp,0.9028,0.8506,0.8884,0.8332,886.4,0.100253,"{""learning_rate"": 0.10000000000000002, ""batch_size_exp"": 5, ""hidden_dim"": 182, ""dropout"": 0.34959540415720874, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.010000000000000004, ""activation"": ""tanh""}"
adult_income,6789,acrs_normal_shrink,mlp,0.9026,0.8414,0.8799,0.8342,443.4,0.050104,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 6, ""hidden_dim"": 96, ""dropout"": 0.14236805223488697, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.010000000000000004, ""activation"": ""relu""}"
adult_income,789,acrs_normal_shrink,mlp,0.9058,0.8506,0.889,0.8403,3990.8,0.452071,"{""learning_rate"": 2.3248072207773274e-05, ""batch_size_exp"": 4, ""hidden_dim"": 80, ""dropout"": 0.0, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""relu""}"
adult_income,123,acrs_shrink,mlp,0.8919,0.8434,0.8899,0.8414,310.8,0.035197,"{""learning_rate"": 0.005362995752391278, ""batch_size_exp"": 6, ""hidden_dim"": 54, ""dropout"": 0.11017993638630569, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 5.053864622671843e-06, ""activation"": ""relu""}"
adult_income,1234,acrs_shrink,mlp,0.886,0.8383,0.8921,0.8516,325.6,0.036888,"{""learning_rate"": 0.00937223165133358, ""batch_size_exp"": 7, ""hidden_dim"": 80, ""dropout"": 0.4616231168819777, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 7.8928414761648e-06, ""activation"": ""tanh""}"
adult_income,2345,acrs_shrink,mlp,0.912,0.8506,0.8935,0.8342,1029.1,0.116583,"{""learning_rate"": 0.09854245671431375, ""batch_size_exp"": 6, ""hidden_dim"": 127, ""dropout"": 0.31810954359210647, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00017274431028400594, ""activation"": ""tanh""}"
adult_income,3456,acrs_shrink,mlp,0.9037,0.8598,0.8842,0.8301,1656.4,0.187537,"{""learning_rate"": 0.09917109404767029, ""batch_size_exp"": 4, ""hidden_dim"": 155, ""dropout"": 0.22306099380066582, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0001346076878814234, ""activation"": ""tanh""}"
adult_income,42,acrs_shrink,mlp,0.9031,0.8342,0.8958,0.8475,384.2,0.043479,"{""learning_rate"": 0.012468786659075646, ""batch_size_exp"": 6, ""hidden_dim"": 83, ""dropout"": 0.3790438700426869, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.3807258718953543e-06, ""activation"": ""tanh""}"
adult_income,456,acrs_shrink,mlp,0.9176,0.8485,0.8793,0.8311,1625.1,0.184056,"{""learning_rate"": 0.00022550963549492105, ""batch_size_exp"": 4, ""hidden_dim"": 242, ""dropout"": 0.13073682027672529, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0077974719130582655, ""activation"": ""tanh""}"
adult_income,4567,acrs_shrink,mlp,0.8965,0.8495,0.891,0.8454,946.6,0.10713,"{""learning_rate"": 5.308966725853274e-05, ""batch_size_exp"": 7, ""hidden_dim"": 239, ""dropout"": 0.11304778695853418, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 4.710222869678156e-06, ""activation"": ""tanh""}"
adult_income,5678,acrs_shrink,mlp,0.8995,0.8465,0.8881,0.8393,1345.3,0.152128,"{""learning_rate"": 0.011727545843142418, ""batch_size_exp"": 5, ""hidden_dim"": 182, ""dropout"": 0.33676154703978145, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0015672946637566593, ""activation"": ""tanh""}"
adult_income,6789,acrs_shrink,mlp,0.9026,0.8424,0.8773,0.8291,1010.4,0.114227,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 4, ""hidden_dim"": 83, ""dropout"": 0.10333441651246894, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.005286556590179865, ""activation"": ""relu""}"
adult_income,789,acrs_shrink,mlp,0.9062,0.8588,0.8933,0.8485,3008.0,0.340671,"{""learning_rate"": 0.00014642168794711365, ""batch_size_exp"": 4, ""hidden_dim"": 195, ""dropout"": 0.31592304828168233, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""tanh""}"
adult_income,123,bo,mlp,0.8929,0.8454,0.8921,0.8362,1802.8,0.2042,"{""learning_rate"": 0.0010844181751142694, ""batch_size_exp"": 4, ""hidden_dim"": 100, ""dropout"": 0.30352919493533104, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0007278873021317802, ""activation"": ""tanh""}"
adult_income,1234,bo,mlp,0.8861,0.8434,0.8965,0.8567,1437.8,0.162895,"{""learning_rate"": 0.0018574279842039848, ""batch_size_exp"": 5, ""hidden_dim"": 146, ""dropout"": 0.284498313159416, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 8.926294233417574e-05, ""activation"": ""tanh""}"
adult_income,2345,bo,mlp,0.9121,0.8516,0.8949,0.8321,1579.4,0.178888,"{""learning_rate"": 0.04863064151659697, ""batch_size_exp"": 4, ""hidden_dim"": 178, ""dropout"": 0.324988011585987, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.006679263998046019, ""activation"": ""tanh""}"
adult_income,3456,bo,mlp,0.9057,0.8628,0.8817,0.8465,2356.0,0.267085,"{""learning_rate"": 0.0005601330385270398, ""batch_size_exp"": 4, ""hidden_dim"": 156, ""dropout"": 0.3497664695995837, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0008789955085751219, ""activation"": ""tanh""}"
adult_income,42,bo,mlp,0.9025,0.8465,0.9035,0.8526,1019.6,0.115446,"{""learning_rate"": 0.00021046527266642794, ""batch_size_exp"": 6, ""hidden_dim"": 237, ""dropout"": 0.14755624245812554, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.009914723031920883, ""activation"": ""relu""}"
adult_income,456,bo,mlp,0.918,0.8485,0.8821,0.8434,1709.9,0.193708,"{""learning_rate"": 0.0013577996773270827, ""batch_size_exp"": 5, ""hidden_dim"": 158, ""dropout"": 0.4997652926232397, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003546558634743818, ""activation"": ""tanh""}"
adult_income,4567,bo,mlp,0.8982,0.8526,0.8912,0.8526,1272.8,0.144089,"{""learning_rate"": 0.0006670871033822902, ""batch_size_exp"": 5, ""hidden_dim"": 188, ""dropout"": 0.39841534744546087, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.005129626891360231, ""activation"": ""tanh""}"
adult_income,5678,bo,mlp,0.9027,0.8547,0.8882,0.8352,1442.3,0.163059,"{""learning_rate"": 0.0007259420712332509, ""batch_size_exp"": 5, ""hidden_dim"": 231, ""dropout"": 0.45827120358248946, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002454971591810533, ""activation"": ""tanh""}"
adult_income,6789,bo,mlp,0.903,0.8506,0.8843,0.827,857.4,0.096999,"{""learning_rate"": 0.007879236975099117, ""batch_size_exp"": 5, ""hidden_dim"": 88, ""dropout"": 0.14774765423479747, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0032188575970441124, ""activation"": ""tanh""}"
adult_income,789,bo,mlp,0.9086,0.8516,0.8886,0.8229,1199.8,0.135817,"{""learning_rate"": 0.012609185375729444, ""batch_size_exp"": 5, ""hidden_dim"": 46, ""dropout"": 0.37538517707812236, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002385615707953118, ""activation"": ""relu""}"
adult_income,123,cmaes,mlp,0.8919,0.8465,0.8956,0.8393,798.4,0.090445,"{""learning_rate"": 0.0010405108520163784, ""batch_size_exp"": 6, ""hidden_dim"": 179, ""dropout"": 0.37158245432446096, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 2.4995105855282737e-05, ""activation"": ""tanh""}"
adult_income,1234,cmaes,mlp,0.8854,0.8383,0.8907,0.8485,1964.3,0.222489,"{""learning_rate"": 0.001505913485307909, ""batch_size_exp"": 4, ""hidden_dim"": 147, ""dropout"": 0.2649872166357435, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 7.59229532064115e-05, ""activation"": ""tanh""}"
adult_income,2345,cmaes,mlp,0.9113,0.8465,0.894,0.8301,1578.7,0.179121,"{""learning_rate"": 8.840803400452012e-05, ""batch_size_exp"": 5, ""hidden_dim"": 168, ""dropout"": 0.08969373339217229, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 6.823289567526276e-05, ""activation"": ""tanh""}"
adult_income,3456,cmaes,mlp,0.9032,0.8618,0.8847,0.8454,2316.5,0.262192,"{""learning_rate"": 0.0010572461793420752, ""batch_size_exp"": 5, ""hidden_dim"": 207, ""dropout"": 0.10110965308738581, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 5.783953240737316e-05, ""activation"": ""tanh""}"
adult_income,42,cmaes,mlp,0.9,0.8475,0.8975,0.8444,1019.7,0.1155,"{""learning_rate"": 0.000777135434418074, ""batch_size_exp"": 6, ""hidden_dim"": 76, ""dropout"": 0.16529973993610786, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.2079868789160156e-05, ""activation"": ""tanh""}"
adult_income,456,cmaes,mlp,0.9155,0.8526,0.8793,0.8301,2732.3,0.309382,"{""learning_rate"": 0.0004294094874686374, ""batch_size_exp"": 5, ""hidden_dim"": 124, ""dropout"": 0.31111292980773836, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0004776264196723357, ""activation"": ""tanh""}"
adult_income,4567,cmaes,mlp,0.897,0.8475,0.8898,0.8454,1970.2,0.22283,"{""learning_rate"": 0.00031699438845637717, ""batch_size_exp"": 6, ""hidden_dim"": 115, ""dropout"": 0.21780604526929148, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00012731919802589663, ""activation"": ""tanh""}"
adult_income,5678,cmaes,mlp,0.9006,0.8485,0.8899,0.8434,1912.9,0.216308,"{""learning_rate"": 0.00018753781394557006, ""batch_size_exp"": 5, ""hidden_dim"": 145, ""dropout"": 0.47007015991844814, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.6956831112435164e-05, ""activation"": ""tanh""}"
adult_income,6789,cmaes,mlp,0.9022,0.8454,0.884,0.827,863.0,0.097769,"{""learning_rate"": 0.004846566205679737, ""batch_size_exp"": 5, ""hidden_dim"": 188, ""dropout"": 0.30569726541200254, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 1.6196116688277502e-05, ""activation"": ""tanh""}"
adult_income,789,cmaes,mlp,0.907,0.8557,0.885,0.8393,795.5,0.090151,"{""learning_rate"": 0.004185399798742618, ""batch_size_exp"": 6, ""hidden_dim"": 135, ""dropout"": 0.3109468372749402, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 7.184808365978808e-06, ""activation"": ""tanh""}"
adult_income,123,rs,mlp,0.8924,0.8424,0.8968,0.8393,1853.6,0.210001,"{""learning_rate"": 0.038011337518249345, ""batch_size_exp"": 4, ""hidden_dim"": 99, ""dropout"": 0.4902910992971438, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 2.444289457186493e-06, ""activation"": ""tanh""}"
adult_income,1234,rs,mlp,0.8824,0.8465,0.8939,0.8526,2143.4,0.242799,"{""learning_rate"": 0.0004857720172296934, ""batch_size_exp"": 7, ""hidden_dim"": 227, ""dropout"": 0.22258721364027395, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.2928520551923455e-06, ""activation"": ""tanh""}"
adult_income,2345,rs,mlp,0.911,0.8444,0.8946,0.8362,1915.4,0.217243,"{""learning_rate"": 0.002613610217508971, ""batch_size_exp"": 4, ""hidden_dim"": 243, ""dropout"": 0.08631343942004371, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.006902557138996736, ""activation"": ""tanh""}"
adult_income,3456,rs,mlp,0.9036,0.8577,0.8813,0.8403,2168.3,0.245452,"{""learning_rate"": 0.0005680454367657905, ""batch_size_exp"": 4, ""hidden_dim"": 153, ""dropout"": 0.3038397395072845, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0013322311711228437, ""activation"": ""tanh""}"
adult_income,42,rs,mlp,0.9002,0.8506,0.902,0.8516,1746.6,0.197824,"{""learning_rate"": 0.0001605134748709758, ""batch_size_exp"": 6, ""hidden_dim"": 145, ""dropout"": 0.11610634757340865, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00574550880383417, ""activation"": ""relu""}"
adult_income,456,rs,mlp,0.9161,0.8536,0.8802,0.8383,2027.9,0.229543,"{""learning_rate"": 0.004072818174846622, ""batch_size_exp"": 7, ""hidden_dim"": 242, ""dropout"": 0.48716919026776434, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.006041981642700541, ""activation"": ""tanh""}"
adult_income,4567,rs,mlp,0.8965,0.8485,0.8901,0.8444,1622.7,0.183542,"{""learning_rate"": 0.006544418165596781, ""batch_size_exp"": 4, ""hidden_dim"": 107, ""dropout"": 0.09713945435599403, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.006137802502923406, ""activation"": ""tanh""}"
adult_income,5678,rs,mlp,0.9012,0.8495,0.8922,0.8495,1532.4,0.173305,"{""learning_rate"": 0.0002212923837010443, ""batch_size_exp"": 4, ""hidden_dim"": 39, ""dropout"": 0.435824071462491, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002260240583232433, ""activation"": ""tanh""}"
adult_income,6789,rs,mlp,0.901,0.8516,0.8697,0.8199,983.6,0.111346,"{""learning_rate"": 0.0031898753213128375, ""batch_size_exp"": 4, ""hidden_dim"": 167, ""dropout"": 0.30804583677237735, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0008420582281519665, ""activation"": ""tanh""}"
adult_income,789,rs,mlp,0.9058,0.8588,0.8931,0.8373,1337.8,0.151561,"{""learning_rate"": 0.06088503484172222, ""batch_size_exp"": 4, ""hidden_dim"": 226, ""dropout"": 0.33244814121399396, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 1.3437530707953082e-06, ""activation"": ""tanh""}"
adult_income,123,acrs,rf,0.8935,0.8332,0.8945,0.8475,42.2,0.004782,"{""n_estimators"": 170, ""max_depth"": 22, ""min_samples_split"": 19, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5162759608032947}"
adult_income,1234,acrs,rf,0.8909,0.8495,0.912,0.8628,98.7,0.011188,"{""n_estimators"": 491, ""max_depth"": 30, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.8666158255854195}"
adult_income,2345,acrs,rf,0.9261,0.8608,0.8982,0.8362,32.8,0.003715,"{""n_estimators"": 112, ""max_depth"": 29, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.5423648714790257}"
adult_income,3456,acrs,rf,0.9142,0.8669,0.8909,0.8588,91.7,0.010395,"{""n_estimators"": 451, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8198202969490532}"
adult_income,42,acrs,rf,0.9077,0.8547,0.908,0.8506,27.5,0.003108,"{""n_estimators"": 90, ""max_depth"": 24, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""entropy"", ""max_samples"": 0.8486840145296819}"
adult_income,456,acrs,rf,0.9158,0.8577,0.9045,0.8557,48.4,0.005489,"{""n_estimators"": 209, ""max_depth"": 16, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.6210772361926007}"
adult_income,4567,acrs,rf,0.9042,0.8454,0.8971,0.8465,75.2,0.008514,"{""n_estimators"": 349, ""max_depth"": 18, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.8319114759522747}"
adult_income,5678,acrs,rf,0.9099,0.8557,0.8996,0.8506,26.2,0.002962,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.8814989087894711}"
adult_income,6789,acrs,rf,0.9207,0.8659,0.8947,0.8434,34.0,0.003852,"{""n_estimators"": 113, ""max_depth"": 29, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.8590110631724701}"
adult_income,789,acrs,rf,0.9159,0.8618,0.9145,0.8598,80.2,0.009089,"{""n_estimators"": 389, ""max_depth"": 15, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.7122242755165237}"
adult_income,123,acrs_normal,rf,0.8893,0.8332,0.8938,0.8403,41.1,0.004651,"{""n_estimators"": 184, ""max_depth"": 22, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""criterion"": ""gini"", ""max_samples"": 0.9257405538437905}"
