dataset,seed,method,model_type,val_auroc,val_accuracy,test_auroc,test_accuracy,duration_s,energy_kwh,best_config
adult_income,6789,acrs_normal,mlp,0.9028,0.8495,0.8803,0.8454,329.9,0.037312,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 7, ""hidden_dim"": 83, ""dropout"": 0.048612169940337846, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.010000000000000004, ""activation"": ""relu""}"
adult_income,789,acrs_normal,mlp,0.9075,0.8475,0.8939,0.8414,1829.9,0.206948,"{""learning_rate"": 0.0012325931709082868, ""batch_size_exp"": 4, ""hidden_dim"": 80, ""dropout"": 0.40366947415469273, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 8.325413750976383e-05, ""activation"": ""tanh""}"
adult_income,123,bo,mlp,0.8923,0.8352,0.8951,0.8414,2514.1,0.286247,"{""learning_rate"": 0.0008318774287671963, ""batch_size_exp"": 4, ""hidden_dim"": 110, ""dropout"": 0.40292550060650145, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 5.577220118449094e-06, ""activation"": ""tanh""}"
adult_income,1234,bo,mlp,0.886,0.8393,0.8931,0.8526,858.0,0.097028,"{""learning_rate"": 0.0019556143763256066, ""batch_size_exp"": 6, ""hidden_dim"": 127, ""dropout"": 0.2939965967717083, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 4.002532003797748e-06, ""activation"": ""tanh""}"
adult_income,2345,bo,mlp,0.9121,0.8444,0.8966,0.8301,1014.9,0.114896,"{""learning_rate"": 0.09909253897237348, ""batch_size_exp"": 5, ""hidden_dim"": 155, ""dropout"": 0.4975384699319043, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 2.771914356274083e-05, ""activation"": ""tanh""}"
adult_income,3456,bo,mlp,0.9058,0.8639,0.8836,0.8383,1375.5,0.155581,"{""learning_rate"": 0.0006727083282941694, ""batch_size_exp"": 5, ""hidden_dim"": 32, ""dropout"": 0.15661643155942595, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.004973136231217559, ""activation"": ""tanh""}"
adult_income,42,bo,mlp,0.9011,0.8485,0.8993,0.8547,1440.1,0.163747,"{""learning_rate"": 0.0013818535414483362, ""batch_size_exp"": 5, ""hidden_dim"": 175, ""dropout"": 0.046086561141765396, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0027610070406346335, ""activation"": ""tanh""}"
adult_income,456,bo,mlp,0.9171,0.8506,0.8814,0.8301,3820.3,0.433055,"{""learning_rate"": 0.00036192258601249817, ""batch_size_exp"": 4, ""hidden_dim"": 201, ""dropout"": 0.37961310731293496, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0008458554735241651, ""activation"": ""tanh""}"
adult_income,4567,bo,mlp,0.898,0.8475,0.8925,0.8414,1338.2,0.151415,"{""learning_rate"": 0.046563633870462244, ""batch_size_exp"": 5, ""hidden_dim"": 54, ""dropout"": 0.1136304429046804, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.002416642415999809, ""activation"": ""tanh""}"
adult_income,5678,bo,mlp,0.901,0.8536,0.8912,0.8444,1146.4,0.129774,"{""learning_rate"": 0.0003813274446588039, ""batch_size_exp"": 6, ""hidden_dim"": 176, ""dropout"": 0.061959627426318366, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 8.910859996250498e-05, ""activation"": ""tanh""}"
adult_income,6789,bo,mlp,0.9069,0.8454,0.8759,0.825,738.7,0.08356,"{""learning_rate"": 0.018535866444890838, ""batch_size_exp"": 5, ""hidden_dim"": 38, ""dropout"": 0.4326972852589564, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.009705065284645062, ""activation"": ""tanh""}"
adult_income,789,bo,mlp,0.9069,0.8567,0.8951,0.8444,786.9,0.089008,"{""learning_rate"": 0.0032348148247744834, ""batch_size_exp"": 5, ""hidden_dim"": 152, ""dropout"": 0.3645192168019985, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.000293208159827548, ""activation"": ""relu""}"
adult_income,123,cmaes,mlp,0.8922,0.8414,0.8962,0.8383,2090.5,0.237564,"{""learning_rate"": 0.001204514273036555, ""batch_size_exp"": 5, ""hidden_dim"": 208, ""dropout"": 0.38203653393636855, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 6.535805767221868e-05, ""activation"": ""tanh""}"
adult_income,1234,cmaes,mlp,0.886,0.8403,0.8967,0.8485,2069.9,0.234237,"{""learning_rate"": 0.0010146079221736843, ""batch_size_exp"": 4, ""hidden_dim"": 126, ""dropout"": 0.3155733884197821, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 6.731143500849829e-05, ""activation"": ""tanh""}"
adult_income,2345,cmaes,mlp,0.9118,0.8495,0.8976,0.8321,1237.4,0.139953,"{""learning_rate"": 0.0017748693835408318, ""batch_size_exp"": 6, ""hidden_dim"": 95, ""dropout"": 0.14592670472527683, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00260053040994353, ""activation"": ""tanh""}"
adult_income,3456,cmaes,mlp,0.9052,0.8577,0.8822,0.8516,2760.8,0.312448,"{""learning_rate"": 0.0005083582896192715, ""batch_size_exp"": 5, ""hidden_dim"": 126, ""dropout"": 0.2153541823935229, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0012549520635708666, ""activation"": ""relu""}"
adult_income,42,cmaes,mlp,0.8989,0.8577,0.9002,0.8444,1404.5,0.159744,"{""learning_rate"": 0.003564617513545843, ""batch_size_exp"": 6, ""hidden_dim"": 146, ""dropout"": 0.41740496648259706, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.3218278265286525e-05, ""activation"": ""tanh""}"
adult_income,456,cmaes,mlp,0.915,0.8536,0.8803,0.8352,1702.7,0.192578,"{""learning_rate"": 0.0004025015763382565, ""batch_size_exp"": 5, ""hidden_dim"": 136, ""dropout"": 0.06002869990097953, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.3198989475885145e-05, ""activation"": ""tanh""}"
adult_income,4567,cmaes,mlp,0.896,0.8465,0.8877,0.8465,1821.6,0.206232,"{""learning_rate"": 0.0008178467293527225, ""batch_size_exp"": 4, ""hidden_dim"": 218, ""dropout"": 0.1662162178470735, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00010364165557043797, ""activation"": ""tanh""}"
adult_income,5678,cmaes,mlp,0.9006,0.8526,0.8908,0.8332,1083.3,0.122603,"{""learning_rate"": 0.00023616957053562338, ""batch_size_exp"": 5, ""hidden_dim"": 154, ""dropout"": 0.2461197271240564, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 3.352631294810942e-05, ""activation"": ""tanh""}"
adult_income,6789,cmaes,mlp,0.9031,0.8434,0.8797,0.8332,531.9,0.060312,"{""learning_rate"": 0.005807377114720451, ""batch_size_exp"": 6, ""hidden_dim"": 66, ""dropout"": 0.3875171158331211, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0008718522633827906, ""activation"": ""tanh""}"
adult_income,789,cmaes,mlp,0.9065,0.8526,0.8862,0.8403,1813.4,0.205152,"{""learning_rate"": 0.0008353589484329146, ""batch_size_exp"": 4, ""hidden_dim"": 119, ""dropout"": 0.39200987219466543, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0027632586502826665, ""activation"": ""relu""}"
adult_income,123,rs,mlp,0.8934,0.8342,0.8956,0.8342,2064.1,0.234867,"{""learning_rate"": 0.0013039885800889873, ""batch_size_exp"": 4, ""hidden_dim"": 126, ""dropout"": 0.19002095051216755, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.006096614350552907, ""activation"": ""tanh""}"
adult_income,1234,rs,mlp,0.8838,0.8414,0.896,0.8465,2120.7,0.239993,"{""learning_rate"": 0.0016888019297128948, ""batch_size_exp"": 4, ""hidden_dim"": 106, ""dropout"": 0.364214338184836, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 2.7117270713885152e-06, ""activation"": ""tanh""}"
adult_income,2345,rs,mlp,0.9112,0.8454,0.8956,0.8373,1879.7,0.21263,"{""learning_rate"": 0.000499896865515422, ""batch_size_exp"": 6, ""hidden_dim"": 163, ""dropout"": 0.018126201150688748, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.004986365145926029, ""activation"": ""tanh""}"
adult_income,3456,rs,mlp,0.9039,0.8567,0.8856,0.8516,2018.4,0.228367,"{""learning_rate"": 0.00015237476758911062, ""batch_size_exp"": 4, ""hidden_dim"": 178, ""dropout"": 0.35446649867111035, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.009136721120963557, ""activation"": ""relu""}"
adult_income,42,rs,mlp,0.902,0.8475,0.8888,0.8444,1997.9,0.227182,"{""learning_rate"": 0.006067290033535004, ""batch_size_exp"": 5, ""hidden_dim"": 173, ""dropout"": 0.2921571559615501, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00030236421525614137, ""activation"": ""relu""}"
adult_income,456,rs,mlp,0.9159,0.8526,0.8748,0.8209,1983.4,0.224337,"{""learning_rate"": 0.0048679720730169995, ""batch_size_exp"": 7, ""hidden_dim"": 183, ""dropout"": 0.43499201780443336, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0036712432331500945, ""activation"": ""tanh""}"
adult_income,4567,rs,mlp,0.8969,0.8444,0.8888,0.8414,1584.8,0.17936,"{""learning_rate"": 0.0009856590438778868, ""batch_size_exp"": 7, ""hidden_dim"": 149, ""dropout"": 0.2595967205391323, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 9.107913040480383e-05, ""activation"": ""tanh""}"
adult_income,5678,rs,mlp,0.9016,0.8495,0.8917,0.8434,1482.1,0.167746,"{""learning_rate"": 0.0002212923837010443, ""batch_size_exp"": 4, ""hidden_dim"": 39, ""dropout"": 0.435824071462491, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002260240583232433, ""activation"": ""tanh""}"
adult_income,6789,rs,mlp,0.9029,0.8403,0.8851,0.8393,798.8,0.090563,"{""learning_rate"": 0.00832811253529947, ""batch_size_exp"": 7, ""hidden_dim"": 43, ""dropout"": 0.09504014744408867, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003117077209938027, ""activation"": ""tanh""}"
adult_income,789,rs,mlp,0.908,0.8506,0.8903,0.8311,1288.4,0.145671,"{""learning_rate"": 0.004851135660377139, ""batch_size_exp"": 6, ""hidden_dim"": 92, ""dropout"": 0.3661788482625291, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0001264066377434839, ""activation"": ""tanh""}"
adult_income,123,acrs,rf,0.8928,0.8362,0.8953,0.8434,93.1,0.01064,"{""n_estimators"": 421, ""max_depth"": 9, ""min_samples_split"": 11, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.7893978594256237}"
adult_income,1234,acrs,rf,0.8923,0.8516,0.9121,0.8598,49.1,0.005543,"{""n_estimators"": 123, ""max_depth"": 20, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6308462119317721}"
adult_income,2345,acrs,rf,0.9261,0.8598,0.8978,0.828,29.7,0.003362,"{""n_estimators"": 100, ""max_depth"": 25, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.7015286111367695}"
adult_income,3456,acrs,rf,0.9142,0.8669,0.8897,0.8628,57.6,0.006513,"{""n_estimators"": 209, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.9103522187741813}"
adult_income,42,acrs,rf,0.9117,0.8495,0.9065,0.8495,36.8,0.004177,"{""n_estimators"": 132, ""max_depth"": 13, ""min_samples_split"": 14, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8486840145296819}"
adult_income,456,acrs,rf,0.9164,0.8557,0.9047,0.8526,53.3,0.006056,"{""n_estimators"": 209, ""max_depth"": 16, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8774249907380549}"
adult_income,4567,acrs,rf,0.9039,0.8495,0.8976,0.8465,73.7,0.008342,"{""n_estimators"": 349, ""max_depth"": 20, ""min_samples_split"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.8319114759522747}"
adult_income,5678,acrs,rf,0.9102,0.8588,0.8996,0.8506,52.5,0.005948,"{""n_estimators"": 308, ""max_depth"": 24, ""min_samples_split"": 19, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.9575696155171226}"
adult_income,6789,acrs,rf,0.9208,0.8669,0.8912,0.8362,33.3,0.003772,"{""n_estimators"": 113, ""max_depth"": 18, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.5088328989453657}"
adult_income,789,acrs,rf,0.9171,0.8577,0.914,0.8588,56.3,0.006364,"{""n_estimators"": 246, ""max_depth"": 20, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.5836445532856583}"
adult_income,123,acrs_normal,rf,0.8893,0.8352,0.8953,0.8362,19.7,0.002249,"{""n_estimators"": 56, ""max_depth"": 22, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 6, ""criterion"": ""entropy"", ""max_samples"": 0.5921859053493348}"
adult_income,1234,acrs_normal,rf,0.8913,0.8485,0.9133,0.8659,106.0,0.01201,"{""n_estimators"": 500, ""max_depth"": 28, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.6308462119317721}"
adult_income,2345,acrs_normal,rf,0.9261,0.8628,0.8928,0.828,16.1,0.001819,"{""n_estimators"": 50, ""max_depth"": 27, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""entropy"", ""max_samples"": 0.8765220228987867}"
adult_income,3456,acrs_normal,rf,0.9136,0.8659,0.8862,0.8618,96.2,0.010866,"{""n_estimators"": 451, ""max_depth"": 24, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""entropy"", ""max_samples"": 1.0}"
adult_income,42,acrs_normal,rf,0.9087,0.8547,0.9127,0.8577,41.2,0.004672,"{""n_estimators"": 178, ""max_depth"": 24, ""min_samples_split"": 17, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.8486840145296819}"
adult_income,456,acrs_normal,rf,0.9162,0.8526,0.9049,0.8536,48.1,0.005448,"{""n_estimators"": 209, ""max_depth"": 20, ""min_samples_split"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.8774249907380549}"
adult_income,4567,acrs_normal,rf,0.9052,0.8485,0.8927,0.8393,27.1,0.00306,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5}"
adult_income,5678,acrs_normal,rf,0.91,0.8608,0.8976,0.8547,19.8,0.002237,"{""n_estimators"": 68, ""max_depth"": 28, ""min_samples_split"": 7, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 1.0}"
adult_income,6789,acrs_normal,rf,0.9213,0.8669,0.8953,0.8424,28.4,0.003209,"{""n_estimators"": 113, ""max_depth"": 18, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.5088328989453657}"
adult_income,789,acrs_normal,rf,0.9168,0.8639,0.9156,0.8639,104.5,0.011825,"{""n_estimators"": 491, ""max_depth"": 30, ""min_samples_split"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5836445532856583}"
adult_income,123,bo,rf,0.8939,0.8373,0.8969,0.8495,41.3,0.004681,"{""n_estimators"": 67, ""max_depth"": 26, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5871039557706862}"
adult_income,1234,bo,rf,0.8913,0.8434,0.9125,0.8567,76.9,0.008688,"{""n_estimators"": 366, ""max_depth"": 16, ""min_samples_split"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.5057211716231739}"
adult_income,2345,bo,rf,0.9256,0.8618,0.899,0.8291,76.5,0.008652,"{""n_estimators"": 451, ""max_depth"": 26, ""min_samples_split"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6474544891502219}"
adult_income,3456,bo,rf,0.9144,0.87,0.89,0.8598,61.6,0.006967,"{""n_estimators"": 347, ""max_depth"": 16, ""min_samples_split"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.8312028715006746}"
adult_income,42,bo,rf,0.9096,0.8495,0.9074,0.8608,65.4,0.007408,"{""n_estimators"": 352, ""max_depth"": 18, ""min_samples_split"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8920493615385909}"
adult_income,456,bo,rf,0.9169,0.8516,0.9058,0.8567,77.8,0.008855,"{""n_estimators"": 210, ""max_depth"": 27, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7843117353824989}"
adult_income,4567,bo,rf,0.9047,0.8526,0.8968,0.8454,42.3,0.004789,"{""n_estimators"": 108, ""max_depth"": 20, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.9491104646149826}"
adult_income,5678,bo,rf,0.9099,0.8516,0.8985,0.8526,54.6,0.006186,"{""n_estimators"": 225, ""max_depth"": 28, ""min_samples_split"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.7638562600064559}"
adult_income,6789,bo,rf,0.9209,0.8669,0.8947,0.8465,75.6,0.008549,"{""n_estimators"": 429, ""max_depth"": 28, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.6988554884270654}"
adult_income,789,bo,rf,0.9176,0.869,0.9114,0.8659,49.8,0.005631,"{""n_estimators"": 193, ""max_depth"": 27, ""min_samples_split"": 7, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.99927168972468}"
adult_income,123,cmaes,rf,0.8924,0.8383,0.8968,0.8495,75.6,0.008608,"{""n_estimators"": 492, ""max_depth"": 13, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8713521765749347}"
adult_income,1234,cmaes,rf,0.8901,0.8516,0.9103,0.8567,71.8,0.008123,"{""n_estimators"": 266, ""max_depth"": 17, ""min_samples_split"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.691665793882378}"
adult_income,2345,cmaes,rf,0.9246,0.8649,0.897,0.828,52.2,0.005911,"{""n_estimators"": 118, ""max_depth"": 17, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.696277854239154}"
adult_income,3456,cmaes,rf,0.9143,0.8639,0.8892,0.8598,55.2,0.006253,"{""n_estimators"": 261, ""max_depth"": 21, ""min_samples_split"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.804328926800412}"
adult_income,42,cmaes,rf,0.9099,0.8536,0.9113,0.8598,68.7,0.00777,"{""n_estimators"": 328, ""max_depth"": 16, ""min_samples_split"": 7, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.8543921069673991}"
adult_income,456,cmaes,rf,0.9162,0.8495,0.9067,0.8567,75.4,0.00852,"{""n_estimators"": 295, ""max_depth"": 19, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8149602957308568}"
